conjunto,valor_real,valor_previsto,residuo
teste,10040.4,0.0,10040.4
teste,18876.4,189816.70023875753,-170940.30023875754
teste,160.0,0.0,160.0
teste,169.65,0.0,169.65
teste,1132.2,0.0,1132.2
teste,3600.0,0.0,3600.0
teste,10000.0,0.0,10000.0
teste,600.0,0.0,600.0
teste,32.63,0.0,32.63
teste,12252.0,0.0,12252.0
teste,79.8,0.0,79.8
teste,151.54,0.0,151.54
teste,5366.55,0.0,5366.55
teste,457.8,0.0,457.8
teste,830.15,1150928.0670990613,-1150097.9170990614
teste,38600.0,29195.414087479177,9404.585912520823
teste,938.0,0.0,938.0
teste,546.02,0.0,546.02
teste,1000.0,0.0,1000.0
teste,199.52,0.0,199.52
teste,2874.84,0.0,2874.84
teste,1249.48,0.0,1249.48
teste,57.2,0.0,57.2
teste,11100.0,0.0,11100.0
teste,56.76,0.0,56.76
teste,5960.0,0.0,5960.0
teste,194.94,5693.7936687849215,-5498.853668784922
teste,398.48,0.0,398.48
teste,211.26,0.0,211.26
teste,23.04,0.0,23.04
teste,16977.6,105906.21288113642,-88928.61288113642
teste,1425.0,0.0,1425.0
teste,5220.0,0.0,5220.0
teste,2699.4,0.0,2699.4
teste,357.2,0.0,357.2
teste,59584.83,0.0,59584.83
teste,4680.0,0.0,4680.0
teste,6097.56,0.0,6097.56
teste,1000.0,0.0,1000.0
teste,638.0,0.0,638.0
teste,80.38,0.0,80.38
teste,603.9,105906.21288113642,-105302.31288113643
teste,23164.92,537094.6109592353,-513929.69095923536
teste,209.05,0.0,209.05
teste,1734.0,0.0,1734.0
teste,1334.58,0.0,1334.58
teste,161.0,0.0,161.0
teste,3676.8,94039.92750122579,-90363.12750122578
teste,643540.49,354445.746752183,289094.743247817
teste,12.0,0.0,12.0
teste,6267.15,0.0,6267.15
teste,1985.0,0.0,1985.0
teste,1244.15,105906.21288113642,-104662.06288113643
teste,3993.6,0.0,3993.6
teste,120.0,0.0,120.0
teste,539.2,0.0,539.2
teste,681.5,0.0,681.5
teste,557.44,0.0,557.44
teste,546.3,0.0,546.3
teste,200.0,0.0,200.0
teste,66938.52,0.0,66938.52
teste,13.8,0.0,13.8
teste,2500.0,0.0,2500.0
teste,10385.0,94039.92750122579,-83654.92750122579
teste,5896.56,0.0,5896.56
teste,121.9,0.0,121.9
teste,96.48,0.0,96.48
teste,611.06,0.0,611.06
teste,3967.07,94039.92750122579,-90072.85750122578
teste,880.62,0.0,880.62
teste,102.9,0.0,102.9
teste,4419.58,5693.7936687849215,-1274.2136687849215
teste,230.0,0.0,230.0
teste,1146.86,0.0,1146.86
teste,1025.52,0.0,1025.52
teste,3356.0,0.0,3356.0
teste,9500.0,0.0,9500.0
teste,1886.0,2160153.5830344227,-2158267.5830344227
teste,926.1,0.0,926.1
teste,22230.0,189816.70023875753,-167586.70023875753
teste,337.6,9518.461874817658,-9180.861874817658
teste,3300.0,34747.46661733147,-31447.46661733147
teste,618.1,0.0,618.1
teste,60.44,0.0,60.44
teste,1012.0,0.0,1012.0
teste,391.05,94039.92750122579,-93648.87750122578
teste,2611.94,0.0,2611.94
teste,683.0,0.0,683.0
teste,31677.36,0.0,31677.36
teste,1035.5,646493.9831374822,-645458.4831374822
teste,892.44,0.0,892.44
teste,250.0,0.0,250.0
teste,170.0,0.0,170.0
teste,394.0,0.0,394.0
teste,130.32,0.0,130.32
teste,350.0,0.0,350.0
teste,161000.0,110030.40975971443,50969.59024028557
teste,4100.0,0.0,4100.0
teste,2400.0,0.0,2400.0
teste,20187.75,0.0,20187.75
teste,45432.0,0.0,45432.0
teste,228.0,0.0,228.0
teste,233.0,0.0,233.0
teste,1233.0,189816.70023875753,-188583.70023875753
teste,2520.0,0.0,2520.0
teste,138.0,4247.396080379687,-4109.396080379687
teste,4900.0,206407.86641829173,-201507.86641829173
teste,286.33,0.0,286.33
teste,27270.0,144154.45329235276,-116884.45329235276
teste,72472.92,1150928.0670990613,-1078455.1470990614
teste,447.0,0.0,447.0
teste,3280.0,0.0,3280.0
teste,33000.0,0.0,33000.0
teste,1236.0,0.0,1236.0
teste,2167.2,0.0,2167.2
teste,133.08,0.0,133.08
teste,1036.9,0.0,1036.9
teste,30769.2,0.0,30769.2
teste,1836.0,0.0,1836.0
teste,173.37,0.0,173.37
teste,209.2,0.0,209.2
teste,139.75,0.0,139.75
teste,2813.3,0.0,2813.3
teste,56.43,0.0,56.43
teste,1079.56,5693.7936687849215,-4614.233668784922
teste,2250.0,0.0,2250.0
teste,86.12,0.0,86.12
teste,450.0,0.0,450.0
teste,5872.02,6805.247654350467,-933.2276543504668
teste,1505.0,0.0,1505.0
teste,4920.0,0.0,4920.0
teste,1072.72,0.0,1072.72
teste,9171.5,105906.21288113642,-96734.71288113642
teste,168000.0,48487.39340114021,119512.6065988598
teste,61305.68,71985.02649448009,-10679.346494480087
teste,30000.0,0.0,30000.0
teste,374.81,0.0,374.81
teste,600.46,0.0,600.46
teste,117.06,0.0,117.06
teste,28887.0,0.0,28887.0
teste,25290.0,0.0,25290.0
teste,3600.0,67617.25430417087,-64017.25430417087
teste,7566.0,0.0,7566.0
teste,6100.0,0.0,6100.0
teste,6048.0,0.0,6048.0
teste,1347.8,0.0,1347.8
teste,1800.0,0.0,1800.0
teste,45000.0,0.0,45000.0
teste,17840.0,206407.86641829173,-188567.86641829173
teste,504.0,0.0,504.0
teste,2312.0,47841.39697223783,-45529.39697223783
teste,117000.0,38266.45726094551,78733.54273905448
teste,800.0,0.0,800.0
teste,681.54,0.0,681.54
teste,9890.0,2122.6421696461257,7767.357830353874
teste,14360.0,0.0,14360.0
teste,165.9,0.0,165.9
teste,7.25,5693.7936687849215,-5686.5436687849215
teste,1568.68,0.0,1568.68
teste,296.0,0.0,296.0
teste,1070.0,0.0,1070.0
teste,22477.43,40221.853004584504,-17744.423004584503
teste,2229.0,0.0,2229.0
teste,255.2,0.0,255.2
teste,66200.0,0.0,66200.0
teste,281.22,0.0,281.22
teste,66.0,0.0,66.0
teste,132.28,0.0,132.28
teste,2213.76,0.0,2213.76
teste,2410.4,0.0,2410.4
teste,9200.0,18950.68991816017,-9750.68991816017
teste,43.11,0.0,43.11
teste,140.31,0.0,140.31
teste,1558.0,0.0,1558.0
teste,45.0,0.0,45.0
teste,20820.0,0.0,20820.0
teste,3687.5,0.0,3687.5
teste,450.0,0.0,450.0
teste,9180.0,0.0,9180.0
teste,514.5,5693.7936687849215,-5179.2936687849215
teste,1680000.0,156873.8220006384,1523126.1779993617
teste,548.04,0.0,548.04
teste,23400.0,86652.31465855421,-63252.31465855421
teste,19950.0,0.0,19950.0
teste,651.46,0.0,651.46
teste,19467.45,0.0,19467.45
teste,1294.72,94039.92750122579,-92745.20750122578
teste,44.35,0.0,44.35
teste,2219.34,0.0,2219.34
teste,1008.0,0.0,1008.0
teste,344.13,0.0,344.13
teste,76.41,0.0,76.41
teste,120.0,0.0,120.0
teste,580.0,0.0,580.0
teste,4161.0,0.0,4161.0
teste,202.5,0.0,202.5
teste,3500.0,0.0,3500.0
teste,100.0,0.0,100.0
teste,5239.8,0.0,5239.8
teste,35.0,0.0,35.0
teste,1200.0,0.0,1200.0
teste,55.2,0.0,55.2
teste,319.46,0.0,319.46
teste,1066.8,0.0,1066.8
teste,228042.12,86715.43075411214,141326.68924588786
teste,1438.2,1512042.9343832515,-1510604.7343832515
teste,330.4,62177.97166131663,-61847.57166131663
teste,5883616.33,4111561.348824808,1772054.9811751922
teste,133.15,0.0,133.15
teste,58.31,0.0,58.31
teste,70.59,0.0,70.59
teste,647.65,0.0,647.65
teste,18223.17,89187.17939453226,-70964.00939453226
teste,0.0,0.0,0.0
teste,138.58,0.0,138.58
teste,44.1,0.0,44.1
teste,180.0,0.0,180.0
teste,35.76,0.0,35.76
teste,390.0,0.0,390.0
teste,1158.56,0.0,1158.56
teste,11092.5,94039.92750122579,-82947.42750122579
teste,1000.0,10148.41409241101,-9148.41409241101
teste,697.0,0.0,697.0
teste,719.0,0.0,719.0
teste,119.57,0.0,119.57
teste,342.28,0.0,342.28
teste,200.0,0.0,200.0
teste,46281.48,22404.989383591128,23876.490616408875
teste,25900.0,0.0,25900.0
teste,3698.16,0.0,3698.16
teste,708.0,0.0,708.0
teste,93.17,0.0,93.17
teste,11772.0,0.0,11772.0
teste,89.1,0.0,89.1
teste,18133.75,0.0,18133.75
teste,1325980.68,785629.1670625462,540351.5129374537
teste,134.16,0.0,134.16
teste,730.5,0.0,730.5
teste,393.6,7878.014646578966,-7484.414646578965
teste,0.0,0.0,0.0
teste,3581.0,8426.845044008594,-4845.845044008594
teste,79.0,0.0,79.0
teste,688.38,0.0,688.38
teste,7355.92,94039.92750122579,-86684.00750122579
teste,30000.0,0.0,30000.0
teste,733.92,0.0,733.92
teste,550.2,0.0,550.2
teste,0.0,0.0,0.0
teste,182.46,0.0,182.46
teste,1500.0,0.0,1500.0
teste,184.96,0.0,184.96
teste,1400.0,0.0,1400.0
teste,12022.8,2006851.962423581,-1994829.162423581
teste,174.0,0.0,174.0
teste,187.0,9944.821889928418,-9757.821889928418
teste,1458.0,0.0,1458.0
teste,1460.0,0.0,1460.0
teste,2136.38,0.0,2136.38
teste,10.99,0.0,10.99
teste,414.7,0.0,414.7
teste,527.5,5693.7936687849215,-5166.2936687849215
teste,106.8,0.0,106.8
teste,17567.57,0.0,17567.57
teste,58.0,0.0,58.0
teste,487.31,0.0,487.31
teste,68.0,0.0,68.0
teste,1468.0,0.0,1468.0
teste,3030.0,24968.435833709023,-21938.435833709023
teste,4515.0,1400320.9521658134,-1395805.9521658134
teste,845.0,0.0,845.0
teste,158858.16,42970.71871508243,115887.44128491757
teste,23636.0,10613.695968234984,13022.304031765016
teste,42.0,0.0,42.0
teste,400.0,0.0,400.0
teste,2397.0,0.0,2397.0
teste,4935.0,0.0,4935.0
teste,16660.0,0.0,16660.0
teste,1499.25,0.0,1499.25
teste,30880.0,229843.01588181377,-198963.01588181377
teste,584.0,0.0,584.0
teste,9312.96,0.0,9312.96
teste,8.4,0.0,8.4
teste,18780.0,0.0,18780.0
teste,13650.0,6805.247654350467,6844.752345649533
teste,344400.0,4120135.5615804903,-3775735.5615804903
teste,500.0,0.0,500.0
teste,455.2,0.0,455.2
teste,7342.5,0.0,7342.5
teste,71.36,0.0,71.36
teste,125.95,0.0,125.95
teste,147.5,0.0,147.5
teste,32257.5,62177.97166131663,-29920.47166131663
teste,38100.0,189816.70023875753,-151716.70023875753
teste,77.18,5693.7936687849215,-5616.613668784921
teste,2.16,5693.7936687849215,-5691.633668784922
teste,53.33,229843.01588181377,-229789.68588181378
teste,7168.0,0.0,7168.0
teste,981.23,0.0,981.23
teste,2198.65,0.0,2198.65
teste,1389.38,0.0,1389.38
teste,611.92,0.0,611.92
teste,2745.0,67617.25430417087,-64872.25430417087
teste,18000.0,0.0,18000.0
teste,466.42,0.0,466.42
teste,5544.0,0.0,5544.0
teste,350.0,0.0,350.0
teste,6.09,0.0,6.09
teste,3519.2,0.0,3519.2
teste,446.96,5693.7936687849215,-5246.833668784921
teste,79.8,0.0,79.8
teste,699.94,0.0,699.94
teste,224.9,7878.014646578966,-7653.114646578966
teste,118.0,0.0,118.0
teste,525.0,7878.014646578966,-7353.014646578966
teste,495.21,0.0,495.21
teste,419.16,0.0,419.16
teste,1529.0,0.0,1529.0
teste,953.5,0.0,953.5
teste,122.34,0.0,122.34
teste,138.24,0.0,138.24
teste,126.98,0.0,126.98
teste,4987.5,0.0,4987.5
teste,222.0,0.0,222.0
teste,575.0,0.0,575.0
teste,8409.6,0.0,8409.6
teste,378.0,94039.92750122579,-93661.92750122579
teste,20.9,0.0,20.9
teste,359.91,0.0,359.91
teste,20736.0,903988.1681300328,-883252.1681300328
teste,105.3,0.0,105.3
teste,1553.25,1400320.9521658134,-1398767.7021658134
teste,517.62,0.0,517.62
teste,170.0,0.0,170.0
teste,1907.46,0.0,1907.46
teste,92.0,0.0,92.0
teste,1723.56,5693.7936687849215,-3970.2336687849215
teste,428.28,0.0,428.28
teste,73.55,0.0,73.55
teste,34095.75,0.0,34095.75
teste,1650.0,0.0,1650.0
teste,362.32,0.0,362.32
teste,8653.0,89187.17939453226,-80534.17939453226
teste,369.4,0.0,369.4
teste,2000.0,0.0,2000.0
teste,315.0,21671.88529696319,-21356.88529696319
teste,10902.84,105906.21288113642,-95003.37288113643
teste,795.5,105906.21288113642,-105110.71288113642
teste,107.4,0.0,107.4
teste,955.8,105906.21288113642,-104950.41288113642
teste,1680.0,0.0,1680.0
teste,7300.0,0.0,7300.0
teste,30000.0,0.0,30000.0
teste,53050.0,0.0,53050.0
teste,1.0,0.0,1.0
teste,2000.0,0.0,2000.0
teste,1380.0,0.0,1380.0
teste,24172.5,0.0,24172.5
teste,14048.46,0.0,14048.46
teste,43200.0,20757.103703904002,22442.896296095998
teste,52.28,0.0,52.28
teste,2620.35,0.0,2620.35
teste,632.25,0.0,632.25
teste,382.56,0.0,382.56
teste,274.32,0.0,274.32
teste,3258.5,0.0,3258.5
teste,78.81,0.0,78.81
teste,7617.55,31367.77649198941,-23750.22649198941
teste,0.0,500428.692868333,-500428.692868333
teste,726.33,94039.92750122579,-93313.59750122578
teste,1075.0,0.0,1075.0
teste,3482.59,0.0,3482.59
teste,2580.0,0.0,2580.0
teste,530.0,0.0,530.0
teste,8800.0,0.0,8800.0
teste,333.22,0.0,333.22
teste,70.94,0.0,70.94
teste,238.0,0.0,238.0
teste,1481.04,0.0,1481.04
teste,31051.6,83852.33396786357,-52800.73396786357
teste,27200.0,79571.74355219124,-52371.74355219124
teste,1000.0,0.0,1000.0
teste,480.0,0.0,480.0
teste,1750.0,0.0,1750.0
teste,3193.24,0.0,3193.24
teste,36.42,5693.7936687849215,-5657.373668784921
teste,144.0,0.0,144.0
teste,3760.0,0.0,3760.0
teste,850.0,0.0,850.0
teste,34300.0,38266.45726094551,-3966.4572609455136
teste,1003.0,67617.25430417087,-66614.25430417087
teste,180.0,0.0,180.0
teste,91776.0,0.0,91776.0
teste,5855.4,83852.33396786357,-77996.93396786357
teste,4620.0,5389.009891009344,-769.0098910093438
teste,540.0,0.0,540.0
teste,750.0,0.0,750.0
teste,6500.0,2122.6421696461257,4377.357830353874
teste,54.5,0.0,54.5
teste,2073.95,0.0,2073.95
teste,2694.0,0.0,2694.0
teste,437.0,0.0,437.0
teste,2526.1,0.0,2526.1
teste,2148.9,0.0,2148.9
teste,300.0,0.0,300.0
teste,750.0,0.0,750.0
teste,6000.0,338322.9372773645,-332322.9372773645
teste,599.0,0.0,599.0
teste,59204.03,0.0,59204.03
teste,1420.0,0.0,1420.0
teste,13000.0,13513.653765588402,-513.6537655884022
teste,947.2,0.0,947.2
teste,950.5,0.0,950.5
teste,12939.0,1400320.9521658134,-1387381.9521658134
teste,678.6,105906.21288113642,-105227.61288113642
teste,144.0,0.0,144.0
teste,1686.6,20757.103703904002,-19070.503703904003
teste,4700.0,0.0,4700.0
teste,108.69,0.0,108.69
teste,1210.07,0.0,1210.07
teste,54.09,0.0,54.09
teste,11.0,0.0,11.0
teste,169.08,0.0,169.08
teste,29.36,0.0,29.36
teste,9300.0,0.0,9300.0
teste,3636.36,0.0,3636.36
teste,18760.0,12348.916256293276,6411.083743706724
teste,66.0,0.0,66.0
teste,1305.0,0.0,1305.0
teste,12069.0,88232.29703176155,-76163.29703176155
teste,368.0,0.0,368.0
teste,706.14,0.0,706.14
teste,14.4,0.0,14.4
teste,1407.57,0.0,1407.57
teste,18722.7,0.0,18722.7
teste,209.6,5693.7936687849215,-5484.193668784921
teste,1682.1,42832.56542270031,-41150.46542270031
teste,1461.0,0.0,1461.0
teste,19000.0,0.0,19000.0
teste,41.64,0.0,41.64
teste,875.0,0.0,875.0
teste,18250.0,0.0,18250.0
teste,3557.4,94039.92750122579,-90482.52750122579
teste,159.16,0.0,159.16
teste,2632.75,0.0,2632.75
teste,774.3,0.0,774.3
teste,1825.0,0.0,1825.0
teste,30.5,0.0,30.5
teste,256.46,0.0,256.46
teste,17209.5,0.0,17209.5
teste,5640.0,0.0,5640.0
teste,820.0,46925.97455462119,-46105.97455462119
teste,7060.0,0.0,7060.0
teste,621.18,0.0,621.18
teste,87500.0,72110.14386117543,15389.856138824573
teste,2975.0,0.0,2975.0
teste,1340.0,0.0,1340.0
teste,900.0,0.0,900.0
teste,1028.0,140462.7544259589,-139434.7544259589
teste,562.9,0.0,562.9
teste,12300.0,0.0,12300.0
teste,10.0,0.0,10.0
teste,56.7,0.0,56.7
teste,1851.85,0.0,1851.85
teste,34.1,0.0,34.1
teste,7040.0,0.0,7040.0
teste,3705.0,0.0,3705.0
teste,95.16,0.0,95.16
teste,409.52,0.0,409.52
teste,24000.0,0.0,24000.0
teste,55.62,0.0,55.62
teste,1482.56,0.0,1482.56
teste,1500.0,0.0,1500.0
teste,247.38,0.0,247.38
teste,1080.0,0.0,1080.0
teste,8000.0,0.0,8000.0
teste,15696.0,0.0,15696.0
teste,219.44,0.0,219.44
teste,243.0,0.0,243.0
teste,28.4,0.0,28.4
teste,31616.5,0.0,31616.5
teste,7.9,0.0,7.9
teste,150.0,0.0,150.0
teste,400.0,0.0,400.0
teste,1495.0,0.0,1495.0
teste,29990.4,94039.92750122579,-64049.527501225784
teste,71.2,0.0,71.2
teste,822.06,0.0,822.06
teste,3290.0,38266.45726094551,-34976.45726094551
teste,25.0,244248.9932927149,-244223.9932927149
teste,3086.42,0.0,3086.42
teste,28364.05,0.0,28364.05
teste,450.1,0.0,450.1
teste,3036.0,0.0,3036.0
teste,60.0,0.0,60.0
teste,38000.0,151163.37586273983,-113163.37586273983
teste,1545.0,0.0,1545.0
teste,7450.0,0.0,7450.0
teste,144.6,140462.7544259589,-140318.1544259589
teste,3900.0,89416.75314686229,-85516.75314686229
teste,1607.04,0.0,1607.04
teste,383.5,0.0,383.5
teste,246510.0,1316110.253241605,-1069600.253241605
teste,1851.85,0.0,1851.85
teste,2200.0,21671.88529696319,-19471.88529696319
teste,53.0,0.0,53.0
teste,104.0,38456.4206064335,-38352.4206064335
teste,3500.0,0.0,3500.0
teste,691.58,0.0,691.58
teste,13744.0,51398.13444179493,-37654.13444179493
teste,3599.05,0.0,3599.05
teste,600.0,0.0,600.0
teste,2953.68,0.0,2953.68
teste,748.8,0.0,748.8
teste,595.64,0.0,595.64
teste,270.0,0.0,270.0
teste,334.0,0.0,334.0
teste,974.85,0.0,974.85
teste,481.25,94039.92750122579,-93558.67750122579
teste,19.6,0.0,19.6
teste,630.0,0.0,630.0
teste,3342.98,0.0,3342.98
teste,1441.45,139523.0705631969,-138081.6205631969
teste,16000.0,34747.46661733147,-18747.46661733147
teste,110.0,0.0,110.0
teste,15000.0,0.0,15000.0
teste,1200.0,0.0,1200.0
teste,20.12,0.0,20.12
teste,1574.58,0.0,1574.58
teste,5982.91,0.0,5982.91
teste,1111.75,0.0,1111.75
teste,946.34,0.0,946.34
teste,264.16,0.0,264.16
teste,1300.0,0.0,1300.0
teste,3208.4,0.0,3208.4
teste,2796.38,105906.21288113642,-103109.83288113642
teste,17.91,5693.7936687849215,-5675.883668784922
teste,54.0,0.0,54.0
teste,4800.0,0.0,4800.0
teste,372.36,0.0,372.36
teste,1472.55,0.0,1472.55
teste,630.0,0.0,630.0
teste,298.3,0.0,298.3
teste,402.0,0.0,402.0
teste,16112.0,139523.0705631969,-123411.0705631969
teste,1745.6,0.0,1745.6
teste,3450.0,0.0,3450.0
teste,542.68,0.0,542.68
teste,313.08,0.0,313.08
teste,420.0,0.0,420.0
teste,386.48,0.0,386.48
teste,96.2,0.0,96.2
teste,3710.34,0.0,3710.34
teste,172.98,0.0,172.98
teste,10908.0,0.0,10908.0
teste,378.45,0.0,378.45
teste,20518.51,25986.555885642912,-5468.045885642914
teste,1690.0,0.0,1690.0
teste,974.76,0.0,974.76
