valor_real,valor_previsto,residuo
216.2,7501.822200480116,-7285.622200480117
110.28,0.0,110.28
876.15,2315.0684313936936,-1438.9184313936935
5755.6,7311.326262224048,-1555.7262622240478
826.74,0.0,826.74
0.0,0.0,0.0
2850.0,0.0,2850.0
6084.62,9342.527337868714,-3257.9073378687144
813.4,7860.786947722979,-7047.386947722979
4500.0,0.0,4500.0
483.36,0.0,483.36
587.95,2436.5210465041096,-1848.5710465041095
4020.0,8290.702846556582,-4270.702846556582
2432.7,6101.14918747321,-3668.4491874732103
385033.73,287718.9294247468,97314.8005752532
6000.0,11462.989905095617,-5462.989905095617
1288.0,5348.938764661503,-4060.9387646615032
11111.76,8450.226181550168,2661.5338184498323
494.52,30189.259338399235,-29694.739338399235
8704.0,8157.548661337705,546.4513386622948
1210.4,0.0,1210.4
1534.5,0.0,1534.5
5100.0,4256.722825418573,843.2771745814271
39.0,0.0,39.0
146.9,4018.742113901425,-3871.842113901425
1440.91,2703.3845591186086,-1262.4745591186086
446.3,1053.5016071119305,-607.2016071119306
32000.0,21906.19811222503,10093.801887774971
62.0,1955.6873748288133,-1893.6873748288133
51.96,7152.835208387197,-7100.875208387197
98.64,15330.151866516315,-15231.511866516315
350.32,0.0,350.32
3549.0,287041.7475458567,-283492.7475458567
475.05,4268.880741249595,-3793.830741249595
328.5,646.215021882075,-317.715021882075
800000.0,675514.4323129633,124485.5676870367
23.0,4003.146817460658,-3980.146817460658
80132.25,91312.98451374832,-11180.73451374832
10040.4,0.0,10040.4
18876.4,27422.61272050255,-8546.21272050255
160.0,4851.12257424466,-4691.12257424466
169.65,3902.5722842533455,-3732.9222842533454
1132.2,6546.43394478205,-5414.2339447820505
3600.0,2117.370483202125,1482.629516797875
10000.0,5529.34851474945,4470.65148525055
600.0,0.0,600.0
32.63,3839.730575440277,-3807.1005754402768
12252.0,18774.23980714166,-6522.239807141661
79.8,0.0,79.8
151.54,819.1785724271457,-667.6385724271457
5366.55,9042.70144661578,-3676.1514466157796
457.8,0.0,457.8
830.15,202650.074071628,-201819.92407162802
38600.0,36077.989933539575,2522.010066460425
938.0,0.0,938.0
546.02,9725.807733764672,-9179.787733764671
1000.0,0.0,1000.0
199.52,9255.59118701876,-9056.071187018759
2874.84,6264.969621970843,-3390.129621970843
1249.48,5769.478499527003,-4519.998499527002
57.2,3720.5334099565466,-3663.333409956547
11100.0,13618.95261376036,-2518.9526137603607
56.76,1909.5615120656955,-1852.8015120656955
5960.0,13245.983353885782,-7285.983353885782
194.94,4420.59879907845,-4225.65879907845
398.48,4923.12493957903,-4524.64493957903
211.26,837.3629915460614,-626.1029915460614
23.04,0.0,23.04
16977.6,14120.346858308663,2857.2531416913353
1425.0,5016.7420034788975,-3591.7420034788975
5220.0,0.0,5220.0
2699.4,0.0,2699.4
357.2,7436.543815089938,-7079.343815089938
59584.83,40982.89062879336,18601.939371206645
4680.0,7046.704531912852,-2366.704531912852
6097.56,2793.7349440619114,3303.825055938089
1000.0,0.0,1000.0
638.0,5286.158381282106,-4648.158381282106
80.38,669.1500683645271,-588.7700683645271
603.9,0.0,603.9
23164.92,2550065.644874475,-2526900.724874475
209.05,0.0,209.05
1734.0,1629.7754836251459,104.22451637485415
1334.58,5237.993910009295,-3903.4139100092953
161.0,0.0,161.0
3676.8,5156.123390957986,-1479.3233909579858
643540.49,552865.7620407335,90674.72795926651
12.0,3963.665484286685,-3951.665484286685
6267.15,14645.699798085876,-8378.549798085876
1985.0,140017.3185918958,-138032.3185918958
1244.15,0.0,1244.15
3993.6,12111.004679092654,-8117.404679092653
120.0,2059.7183235078924,-1939.7183235078924
539.2,0.0,539.2
681.5,1603.5993892405083,-922.0993892405083
557.44,1263.68307747603,-706.2430774760298
546.3,4225.70547389376,-3679.4054738937602
200.0,0.0,200.0
66938.52,53115.58606708662,13822.933932913387
13.8,524.8075268582751,-511.00752685827507
2500.0,0.0,2500.0
10385.0,11831.729392763064,-1446.7293927630635
5896.56,12391.588525393494,-6495.0285253934935
121.9,0.0,121.9
96.48,616.2570437631647,-519.7770437631647
611.06,1493.366131732341,-882.3061317323411
3967.07,5525.924130498064,-1558.854130498064
880.62,2333.526248333029,-1452.906248333029
102.9,0.0,102.9
4419.58,10301.451702833714,-5881.871702833714
230.0,2887.336610150898,-2657.336610150898
1146.86,8695.268910513778,-7548.408910513778
1025.52,0.0,1025.52
3356.0,0.0,3356.0
9500.0,10621.982247028085,-1121.982247028085
1886.0,397070.86799324607,-395184.86799324607
926.1,5046.792597808555,-4120.692597808555
22230.0,0.0,22230.0
337.6,561.6758006045108,-224.07580060451073
3300.0,0.0,3300.0
618.1,4312.15840546111,-3694.0584054611104
60.44,0.0,60.44
1012.0,0.0,1012.0
391.05,1872.0528857016286,-1481.0028857016287
2611.94,0.0,2611.94
683.0,3070.3918027725235,-2387.3918027725235
31677.36,14963.184962138628,16714.175037861372
1035.5,123219.7170866146,-122184.2170866146
892.44,9851.617016019332,-8959.177016019332
250.0,4482.014021856528,-4232.014021856528
170.0,0.0,170.0
394.0,0.0,394.0
130.32,678.9105415954681,-548.590541595468
350.0,0.0,350.0
161000.0,162217.6392381304,-1217.6392381303885
4100.0,0.0,4100.0
2400.0,9612.836001418966,-7212.836001418966
20187.75,0.0,20187.75
45432.0,36074.79300664141,9357.206993358588
228.0,4180.0710623536625,-3952.0710623536625
233.0,4038.0261837476146,-3805.0261837476146
1233.0,0.0,1233.0
2520.0,6774.667801167537,-4254.667801167537
138.0,31786.527576784152,-31648.527576784152
4900.0,0.0,4900.0
286.33,0.0,286.33
27270.0,0.0,27270.0
72472.92,264734.1594611462,-192261.23946114624
447.0,5147.656791839034,-4700.656791839034
3280.0,5613.134482433163,-2333.1344824331627
33000.0,29667.518884567395,3332.4811154326053
1236.0,4896.852510616225,-3660.852510616225
2167.2,9404.891778439307,-7237.691778439307
133.08,29741.934454415095,-29608.854454415094
1036.9,1788.429777120428,-751.529777120428
30769.2,21921.195448298662,8848.004551701339
1836.0,0.0,1836.0
173.37,2979.611552884993,-2806.2415528849933
209.2,5845.692991302698,-5636.492991302698
139.75,0.0,139.75
2813.3,65.79162007413785,2747.5083799258623
56.43,0.0,56.43
1079.56,5379.409948065281,-4299.849948065281
2250.0,0.0,2250.0
86.12,0.0,86.12
450.0,3857.423205331321,-3407.423205331321
5872.02,0.0,5872.02
1505.0,0.0,1505.0
4920.0,0.0,4920.0
1072.72,1696.669159511496,-623.949159511496
9171.5,6557.704561741366,2613.795438258634
168000.0,164764.4824200808,3235.517579919193
61305.68,88590.16103107786,-27284.481031077863
30000.0,0.0,30000.0
374.81,7798.016873086769,-7423.206873086769
600.46,5706.936590895981,-5106.476590895981
117.06,1998.0965944019779,-1881.036594401978
28887.0,33254.96422271097,-4367.9642227109725
25290.0,84691.98862859714,-59401.988628597144
3600.0,19619.66247613004,-16019.66247613004
7566.0,0.0,7566.0
6100.0,5612.150923999878,487.8490760001223
6048.0,14586.385821689033,-8538.385821689033
1347.8,2689.5601918346792,-1341.7601918346793
1800.0,1445.207300863517,354.79269913648295
45000.0,68066.42962644628,-23066.429626446276
17840.0,0.0,17840.0
504.0,3664.2908110839917,-3160.2908110839917
2312.0,7985.308782027732,-5673.308782027732
117000.0,91926.53090343387,25073.46909656613
800.0,0.0,800.0
681.54,0.0,681.54
9890.0,25027.98562908375,-15137.985629083749
14360.0,17117.702235869132,-2757.702235869132
165.9,4788.622094087959,-4622.72209408796
7.25,4160.0788236657545,-4152.8288236657545
1568.68,2626.5836241912175,-1057.9036241912174
296.0,6166.329011844471,-5870.329011844471
1070.0,0.0,1070.0
22477.43,25991.166674953336,-3513.7366749533358
2229.0,11652.14874610502,-9423.14874610502
255.2,0.0,255.2
66200.0,51246.09910407673,14953.900895923267
281.22,0.0,281.22
66.0,0.0,66.0
132.28,711.7119401703666,-579.4319401703666
2213.76,31923.563174657043,-29709.80317465704
2410.4,8045.924782002357,-5635.524782002356
9200.0,8066.814816046406,1133.1851839535939
43.11,4223.595099008148,-4180.485099008149
140.31,0.0,140.31
1558.0,0.0,1558.0
45.0,3550.9641036781222,-3505.9641036781222
20820.0,38001.84812609217,-17181.84812609217
3687.5,0.0,3687.5
450.0,4109.905289336917,-3659.905289336917
9180.0,10817.940203741502,-1637.940203741502
514.5,4636.197503924676,-4121.697503924676
1680000.0,1321421.7633930047,358578.23660699534
548.04,4476.817256950901,-3928.7772569509007
23400.0,17678.12593983365,5721.8740601663485
19950.0,10591.824867645759,9358.175132354241
651.46,8316.452029405156,-7664.992029405156
19467.45,36718.88181850016,-17251.431818500158
1294.72,2995.2711098159302,-1700.5511098159302
44.35,0.0,44.35
2219.34,6623.589758296044,-4404.249758296044
1008.0,31218.095719889112,-30210.095719889112
344.13,30219.407383792088,-29875.277383792087
76.41,9128.379445134695,-9051.969445134695
120.0,4990.340872796607,-4870.340872796607
580.0,4419.074753643028,-3839.074753643028
4161.0,7402.228761994635,-3241.2287619946346
202.5,3144.53915480605,-2942.03915480605
3500.0,6075.671236306349,-2575.671236306349
100.0,5764.001943961046,-5664.001943961046
5239.8,74194.33807767656,-68954.53807767655
35.0,3853.778082585314,-3818.778082585314
1200.0,5704.332497273527,-4504.332497273527
55.2,3779.611774456604,-3724.4117744566042
319.46,30040.551881715437,-29721.091881715438
1066.8,31629.181769529372,-30562.381769529373
228042.12,209739.8569607518,18302.26303924821
1438.2,285177.90321875707,-283739.70321875706
330.4,3751.181329421799,-3420.781329421799
5883616.33,5165250.533250619,718365.7967493813
133.15,29813.429258022647,-29680.279258022645
58.31,29696.684343579764,-29638.374343579762
70.59,0.0,70.59
647.65,1868.0887316133146,-1220.4387316133148
18223.17,37011.03835813275,-18787.86835813275
0.0,3823.727548174832,-3823.727548174832
138.58,4652.682174075141,-4514.102174075141
44.1,3349.21315381832,-3305.11315381832
180.0,3964.233114077849,-3784.233114077849
35.76,7134.313764096029,-7098.553764096029
390.0,0.0,390.0
1158.56,4946.377546012687,-3787.817546012687
11092.5,13384.727123468863,-2292.2271234688633
1000.0,0.0,1000.0
697.0,2859.1161608581824,-2162.1161608581824
719.0,3068.1129367331296,-2349.1129367331296
119.57,2059.277571249688,-1939.7075712496883
342.28,1055.9308082272607,-713.6508082272608
200.0,16028.741400408684,-15828.741400408684
46281.48,28529.031500546287,17752.448499453716
25900.0,0.0,25900.0
3698.16,6468.26114844052,-2770.10114844052
708.0,4175.427058803322,-3467.4270588033223
93.17,2012.020080453564,-1918.850080453564
11772.0,11837.15462898928,-65.15462898927944
89.1,591.3795853343171,-502.27958533431706
18133.75,18663.77105406806,-530.02105406806
1325980.68,624393.0166086701,701587.6633913298
134.16,4521.424130762965,-4387.264130762966
730.5,21355.68578118289,-20625.18578118289
393.6,2556.957768626496,-2163.357768626496
0.0,3846.750404384253,-3846.750404384253
3581.0,30463.812971788568,-26882.812971788568
79.0,4199.202978638822,-4120.202978638822
688.38,3905.7419102152317,-3217.3619102152315
7355.92,8825.89883337497,-1469.9788333749693
30000.0,32137.621821196757,-2137.621821196757
733.92,10303.849403486707,-9569.929403486707
550.2,30129.15119348008,-29578.95119348008
0.0,3932.591207165485,-3932.591207165485
182.46,795.7890067039833,-613.3290067039833
1500.0,17576.362815112177,-16076.362815112177
184.96,714.0403371823912,-529.0803371823912
1400.0,0.0,1400.0
12022.8,379522.48085755773,-367499.68085755775
174.0,5368.6368446675715,-5194.6368446675715
187.0,0.0,187.0
1458.0,4993.609724809658,-3535.6097248096576
1460.0,7437.81986998074,-5977.81986998074
2136.38,5295.227225555589,-3158.847225555589
10.99,4389.630383580947,-4378.640383580947
414.7,9625.035821084752,-9210.335821084751
527.5,4730.482298496835,-4202.982298496835
106.8,0.0,106.8
17567.57,0.0,17567.57
58.0,1920.1625224634706,-1862.1625224634706
487.31,3213.3969581299402,-2726.0869581299403
68.0,0.0,68.0
1468.0,5089.812098189897,-3621.8120981898974
3030.0,7688.104953747232,-4658.104953747232
4515.0,265313.8070738028,-260798.8070738028
845.0,5400.231407081181,-4555.231407081181
158858.16,121217.23714591078,37640.92285408922
23636.0,51627.15027390461,-27991.150273904612
42.0,1898.9340751478383,-1856.9340751478383
400.0,0.0,400.0
2397.0,0.0,2397.0
4935.0,7179.263931410522,-2244.2639314105218
16660.0,21717.084313092117,-5057.084313092117
1499.25,6091.912889991654,-4592.662889991654
30880.0,84448.11692914399,-53568.11692914399
584.0,0.0,584.0
9312.96,14606.94722534256,-5293.98722534256
8.4,3766.2204735050095,-3757.8204735050094
18780.0,9524.428175585721,9255.571824414279
13650.0,0.0,13650.0
344400.0,1041770.9548680149,-697370.9548680149
500.0,388.97459200786847,111.02540799213153
455.2,1976.913992799164,-1521.7139927991639
7342.5,9449.24351080537,-2106.7435108053705
71.36,596.8102059492802,-525.4502059492802
125.95,2222.6894375154416,-2096.7394375154418
147.5,4200.418292229601,-4052.9182922296013
32257.5,44938.334283338496,-12680.834283338496
38100.0,37708.88196890279,391.1180310972122
77.18,4296.855568747052,-4219.675568747051
2.16,4154.827020964513,-4152.6670209645135
53.33,44364.4722817576,-44311.142281757595
7168.0,11077.439325157826,-3909.439325157826
981.23,617.7590721378663,363.47092786213375
2198.65,1234.5316343681045,964.1183656318956
1389.38,6876.876135084829,-5487.496135084829
611.92,1328.6849886124098,-716.7649886124099
2745.0,18465.762116728096,-15720.762116728096
18000.0,21922.60576700373,-3922.60576700373
466.42,0.0,466.42
5544.0,21552.005940590137,-16008.005940590137
350.0,3256.3430958196004,-2906.3430958196004
6.09,0.0,6.09
3519.2,9844.663343567427,-6325.463343567427
446.96,4660.189145686004,-4213.229145686004
79.8,595.5497594281759,-515.7497594281759
699.94,5306.967452406862,-4607.027452406863
224.9,2257.7264098075825,-2032.8264098075824
118.0,2055.741084745729,-1937.741084745729
525.0,3989.3197933574697,-3464.3197933574697
495.21,2735.0753258465197,-2239.8653258465197
419.16,1174.196448978312,-755.0364489783119
1529.0,3217.124146631039,-1688.124146631039
953.5,10778.611749865177,-9825.111749865177
122.34,2064.606814707186,-1942.266814707186
138.24,9020.90431250559,-8882.66431250559
126.98,710.5729650312995,-583.5929650312995
4987.5,0.0,4987.5
222.0,0.0,222.0
575.0,4214.839345547217,-3639.839345547217
8409.6,0.0,8409.6
378.0,1830.2891122335384,-1452.2891122335384
20.9,0.0,20.9
359.91,4932.44726142342,-4572.53726142342
20736.0,311243.45086694375,-290507.45086694375
105.3,9210.174519193159,-9104.87451919316
1553.25,262844.3448714084,-261291.09487140842
517.62,1588.3379510660732,-1070.717951066073
170.0,7833.886537111573,-7663.886537111573
1907.46,9441.650903839205,-7534.190903839205
92.0,3826.973697926465,-3734.973697926465
1723.56,6551.1829078685705,-4827.62290786857
428.28,9459.962387846379,-9031.682387846378
73.55,9074.039344809895,-9000.489344809896
34095.75,33323.068449484905,772.6815505150953
1650.0,0.0,1650.0
362.32,1009.5179628644972,-647.1979628644972
8653.0,0.0,8653.0
369.4,4397.005333441814,-4027.6053334418143
2000.0,0.0,2000.0
315.0,1216.2248756217018,-901.2248756217018
10902.84,8264.421717959644,2638.4182820403566
795.5,0.0,795.5
107.4,3826.5412572648825,-3719.1412572648824
955.8,0.0,955.8
1680.0,5947.499411521444,-4267.499411521444
7300.0,7697.794108939168,-397.7941089391679
30000.0,36237.16265674059,-6237.162656740591
53050.0,30104.255364914643,22945.744635085357
1.0,3535.736327904981,-3534.736327904981
2000.0,0.0,2000.0
1380.0,4928.9959915549625,-3548.9959915549625
24172.5,15885.34137771134,8287.15862228866
14048.46,23410.03637933886,-9361.576379338861
43200.0,118904.93283638686,-75704.93283638686
52.28,4512.446037297465,-4460.166037297466
2620.35,7732.814669843677,-5112.464669843677
632.25,0.0,632.25
382.56,9575.141237494365,-9192.581237494365
274.32,29916.16231265584,-29641.84231265584
3258.5,28.692713773988274,3229.807286226012
78.81,1986.678122877195,-1907.868122877195
7617.55,16516.710429951465,-8899.160429951466
0.0,0.0,0.0
726.33,2177.2771259981487,-1450.9471259981487
1075.0,885.3066092395428,189.6933907604572
3482.59,0.0,3482.59
2580.0,0.0,2580.0
530.0,4410.551607456635,-3880.551607456635
8800.0,17971.2040745641,-9171.204074564099
333.22,0.0,333.22
70.94,29686.118236729686,-29615.178236729687
238.0,0.0,238.0
1481.04,342.57454894870057,1138.4654510512994
31051.6,18789.49396874316,12262.106031256837
27200.0,52350.09084163688,-25150.090841636877
1000.0,3856.2677268820657,-2856.2677268820657
480.0,3944.2215967579,-3464.2215967579
1750.0,0.0,1750.0
3193.24,7120.718130034146,-3927.4781300341465
36.42,4190.559300309965,-4154.139300309965
144.0,4616.212213287427,-4472.212213287427
3760.0,7291.302458079438,-3531.302458079438
850.0,4242.8283865613985,-3392.8283865613985
34300.0,42735.68919950183,-8435.68919950183
1003.0,14890.193361511667,-13887.193361511667
180.0,3781.470245206971,-3601.470245206971
91776.0,87791.22900495985,3984.7709950401477
5855.4,0.0,5855.4
4620.0,7469.3186854493315,-2849.3186854493315
540.0,4142.045346122696,-3602.045346122696
750.0,0.0,750.0
6500.0,15303.810917098499,-8803.810917098499
54.5,3778.399268492682,-3723.899268492682
2073.95,4853.334937859166,-2779.384937859166
2694.0,5861.65751911641,-3167.65751911641
437.0,0.0,437.0
2526.1,32388.031572543478,-29861.93157254348
2148.9,6399.887760537018,-4250.987760537018
300.0,0.0,300.0
750.0,605.4164467267664,144.58355327323363
6000.0,0.0,6000.0
599.0,2649.2281048393556,-2050.2281048393556
59204.03,41258.419812571236,17945.610187428763
1420.0,22056.182233424443,-20636.182233424443
13000.0,16192.621021997378,-3192.621021997378
947.2,0.0,947.2
950.5,0.0,950.5
12939.0,272575.4466137133,-259636.44661371328
678.6,0.0,678.6
144.0,0.0,144.0
1686.6,0.0,1686.6
4700.0,0.0,4700.0
108.69,0.0,108.69
1210.07,3006.551945532977,-1796.4819455329769
54.09,29719.20896552231,-29665.11896552231
11.0,3987.5927565388865,-3976.5927565388865
169.08,5899.19563041246,-5730.11563041246
29.36,0.0,29.36
9300.0,0.0,9300.0
3636.36,0.0,3636.36
18760.0,20462.76458230023,-1702.7645823002313
66.0,4058.662448780031,-3992.662448780031
1305.0,0.0,1305.0
12069.0,36859.323012035,-24790.323012034998
368.0,2505.3011009324623,-2137.3011009324623
706.14,1338.553718758382,-632.4137187583821
14.4,3844.1415840321533,-3829.7415840321532
1407.57,6084.632000771614,-4677.062000771614
18722.7,19345.44679994265,-622.7467999426481
209.6,4340.533718221138,-4130.9337182211375
1682.1,9330.480877973685,-7648.380877973685
1461.0,5018.858164022031,-3557.858164022031
19000.0,6985.695194562265,12014.304805437736
41.64,565.8895091795847,-524.2495091795847
875.0,716.111121789142,158.88887821085802
18250.0,18282.015340074904,-32.01534007490409
3557.4,5282.577417784585,-1725.177417784585
159.16,4023.5829864373204,-3864.4229864373206
2632.75,6661.370889413318,-4028.620889413318
774.3,6220.029761896335,-5445.729761896335
1825.0,5342.899830233977,-3517.899830233977
30.5,40081.15866305531,-40050.65866305531
256.46,1040.0431450523454,-783.5831450523453
17209.5,6492.498296647812,10717.001703352187
5640.0,10257.883368078783,-4617.883368078783
820.0,9259.079889219198,-8439.079889219198
7060.0,0.0,7060.0
621.18,0.0,621.18
87500.0,75841.98717811315,11658.012821886849
2975.0,7539.839037921849,-4564.839037921849
1340.0,4690.322890803354,-3350.3228908033543
900.0,761.0085356687167,138.99146433128328
1028.0,23114.89830402211,-22086.89830402211
562.9,4977.512887531349,-4414.61288753135
12300.0,18006.92530763086,-5706.92530763086
10.0,3834.620639137461,-3824.620639137461
56.7,0.0,56.7
1851.85,1832.990018916355,18.859981083644925
34.1,3738.283075267676,-3704.183075267676
7040.0,2727.0811368618597,4312.91886313814
3705.0,248250.54289815488,-244545.54289815488
95.16,619.0791382824963,-523.9191382824963
409.52,1063.084113266187,-653.564113266187
24000.0,22338.581456337168,1661.4185436628322
55.62,0.0,55.62
1482.56,6329.927730462609,-4847.367730462609
1500.0,1215.1620476361686,284.8379523638314
247.38,2648.6093333044205,-2401.2293333044204
1080.0,5182.759108767644,-4102.759108767644
8000.0,20252.52483501854,-12252.52483501854
15696.0,26093.026332326215,-10397.026332326215
219.44,803.8303378203844,-584.3903378203845
